"Name" -> "Fire___Rescue_Incidents_by_Day_and_Type"
"ResourceType" -> "DataResource"
"Title" -> "Fire & Rescue Incidents in Urbana"
"Description" -> "Records of fire & rescue alarm incidents by day and type in Urbana IL from 2012 to 2014"
"Publisher" -> "City of Urbana"
"Source" -> "https://data.urbanaillinois.us/Fire-and-Rescue/Fire-Rescue-Incidents-by-Day-and-Type/kcfr-xfr4/data"
"Date" -> "2012-2014"
"Keywords" -> "Text, Fire, Rescue, Emergency, Alarm, Urbana"
"Categories" -> "Crime and Public Safety"
"ContentLocation" -> "Urbana, Illinois"
Alarm Date,Alarm Time,Incident Type,Incident Type Description,Count
06/01/2013,1:27:34,3,Rescue or Emergency Medical Services Incident,1
06/01/2013,1:37:48,4,Hazardous Condition (no fire),1
06/01/2013,9:42:56,3,Rescue or Emergency Medical Services Incident,1
06/01/2013,9:55:39,3,Rescue or Emergency Medical Services Incident,1
06/01/2013,12:04:10,3,Rescue or Emergency Medical Services Incident,1
06/01/2013,16:02:15,3,Rescue or Emergency Medical Services Incident,1
06/01/2013,18:16:02,3,Rescue or Emergency Medical Services Incident,1
06/01/2013,20:30:35,3,Rescue or Emergency Medical Services Incident,1
06/01/2013,20:34:52,3,Rescue or Emergency Medical Services Incident,1
06/01/2013,21:01:39,7,False Alarm or False Call,1
06/01/2013,21:25:00,6,Good Intent Call,1
06/01/2013,23:30:01,3,Rescue or Emergency Medical Services Incident,1
06/02/2013,2:08:55,3,Rescue or Emergency Medical Services Incident,1
06/02/2013,2:53:17,7,False Alarm or False Call,1
06/02/2013,6:32:26,5,Service Call,1
06/02/2013,7:49:40,3,Rescue or Emergency Medical Services Incident,1
06/02/2013,8:11:55,7,False Alarm or False Call,1
06/02/2013,9:39:34,7,False Alarm or False Call,1
06/02/2013,15:52:23,3,Rescue or Emergency Medical Services Incident,1
06/02/2013,16:31:40,7,False Alarm or False Call,1
06/02/2013,16:54:32,3,Rescue or Emergency Medical Services Incident,1
06/02/2013,20:36:05,5,Service Call,1
06/02/2013,22:20:05,3,Rescue or Emergency Medical Services Incident,1
06/03/2013,2:10:35,6,Good Intent Call,1
06/03/2013,6:22:27,7,False Alarm or False Call,1
06/03/2013,7:23:16,3,Rescue or Emergency Medical Services Incident,1
06/03/2013,11:59:30,4,Hazardous Condition (no fire),1
06/03/2013,13:12:03,3,Rescue or Emergency Medical Services Incident,1
06/03/2013,14:43:29,3,Rescue or Emergency Medical Services Incident,1
06/03/2013,15:22:02,7,False Alarm or False Call,1
06/03/2013,17:28:48,1,Fire,1
06/03/2013,19:42:41,3,Rescue or Emergency Medical Services Incident,1
06/03/2013,21:40:36,7,False Alarm or False Call,1
06/04/2013,4:29:39,3,Rescue or Emergency Medical Services Incident,1
06/04/2013,10:14:37,3,Rescue or Emergency Medical Services Incident,1
06/04/2013,12:33:15,3,Rescue or Emergency Medical Services Incident,1
06/04/2013,13:44:30,5,Service Call,1
06/04/2013,14:02:26,5,Service Call,1
06/04/2013,14:09:54,5,Service Call,1
06/04/2013,16:38:52,1,Fire,1
06/04/2013,18:00:52,3,Rescue or Emergency Medical Services Incident,1
06/04/2013,19:45:57,7,False Alarm or False Call,1
06/04/2013,21:29:08,7,False Alarm or False Call,1
06/04/2013,22:51:41,3,Rescue or Emergency Medical Services Incident,1
06/05/2013,0:18:09,5,Service Call,1
06/05/2013,5:47:03,3,Rescue or Emergency Medical Services Incident,1
06/05/2013,6:38:49,3,Rescue or Emergency Medical Services Incident,1
06/05/2013,7:28:29,3,Rescue or Emergency Medical Services Incident,1
06/05/2013,12:46:32,3,Rescue or Emergency Medical Services Incident,1
06/05/2013,17:20:33,5,Service Call,1
06/05/2013,18:49:46,5,Service Call,1
06/05/2013,21:32:37,6,Good Intent Call,1
06/06/2013,2:20:48,3,Rescue or Emergency Medical Services Incident,1
06/06/2013,8:31:32,3,Rescue or Emergency Medical Services Incident,1
06/06/2013,9:56:17,3,Rescue or Emergency Medical Services Incident,1
06/06/2013,10:47:49,3,Rescue or Emergency Medical Services Incident,1
06/06/2013,10:54:47,3,Rescue or Emergency Medical Services Incident,1
06/06/2013,11:21:27,7,False Alarm or False Call,1
06/06/2013,11:48:33,3,Rescue or Emergency Medical Services Incident,1
06/06/2013,13:29:32,3,Rescue or Emergency Medical Services Incident,1
06/06/2013,14:12:38,7,False Alarm or False Call,1
06/06/2013,14:49:35,3,Rescue or Emergency Medical Services Incident,1
06/06/2013,14:53:09,3,Rescue or Emergency Medical Services Incident,1
06/06/2013,16:01:29,6,Good Intent Call,1
06/06/2013,16:08:22,3,Rescue or Emergency Medical Services Incident,1
06/06/2013,18:22:10,4,Hazardous Condition (no fire),1
06/06/2013,18:45:55,4,Hazardous Condition (no fire),1
06/06/2013,21:52:22,7,False Alarm or False Call,1
06/07/2013,0:19:54,6,Good Intent Call,1
06/07/2013,6:19:03,3,Rescue or Emergency Medical Services Incident,1
06/07/2013,6:31:06,7,False Alarm or False Call,1
06/07/2013,7:53:21,3,Rescue or Emergency Medical Services Incident,1
06/07/2013,8:13:23,3,Rescue or Emergency Medical Services Incident,1
06/07/2013,8:14:56,7,False Alarm or False Call,1
06/07/2013,9:05:19,3,Rescue or Emergency Medical Services Incident,1
06/07/2013,10:29:19,6,Good Intent Call,1
06/07/2013,11:15:22,3,Rescue or Emergency Medical Services Incident,1
06/07/2013,11:32:21,7,False Alarm or False Call,1
06/07/2013,15:04:46,7,False Alarm or False Call,1
06/07/2013,18:03:56,3,Rescue or Emergency Medical Services Incident,1
06/07/2013,18:25:47,4,Hazardous Condition (no fire),1
06/07/2013,21:58:43,3,Rescue or Emergency Medical Services Incident,1
06/08/2013,1:03:21,6,Good Intent Call,1
06/08/2013,1:50:40,4,Hazardous Condition (no fire),1
06/08/2013,7:20:16,3,Rescue or Emergency Medical Services Incident,1
06/08/2013,8:11:51,3,Rescue or Emergency Medical Services Incident,1
06/08/2013,8:37:51,3,Rescue or Emergency Medical Services Incident,1
06/08/2013,12:13:32,6,Good Intent Call,1
06/08/2013,12:50:18,3,Rescue or Emergency Medical Services Incident,1
06/08/2013,13:40:49,3,Rescue or Emergency Medical Services Incident,1
06/08/2013,16:46:33,5,Service Call,1
06/08/2013,19:36:03,3,Rescue or Emergency Medical Services Incident,1
06/08/2013,19:40:48,3,Rescue or Emergency Medical Services Incident,1
06/08/2013,19:48:55,6,Good Intent Call,1
06/08/2013,20:48:27,5,Service Call,1
06/08/2013,21:20:39,1,Fire,1
06/09/2013,2:56:25,7,False Alarm or False Call,1
06/09/2013,3:17:43,3,Rescue or Emergency Medical Services Incident,1
06/09/2013,5:13:24,7,False Alarm or False Call,1
06/09/2013,10:20:35,3,Rescue or Emergency Medical Services Incident,1
06/09/2013,11:57:39,3,Rescue or Emergency Medical Services Incident,1
06/09/2013,12:08:23,3,Rescue or Emergency Medical Services Incident,1
06/09/2013,15:18:53,6,Good Intent Call,1
06/09/2013,20:28:41,7,False Alarm or False Call,1
06/10/2013,1:33:29,5,Service Call,1
06/10/2013,8:42:58,7,False Alarm or False Call,1
06/10/2013,9:13:43,3,Rescue or Emergency Medical Services Incident,1
06/10/2013,9:26:52,5,Service Call,1
06/10/2013,16:57:41,6,Good Intent Call,1
06/10/2013,18:12:53,3,Rescue or Emergency Medical Services Incident,1
06/10/2013,21:30:08,7,False Alarm or False Call,1
06/10/2013,22:25:16,3,Rescue or Emergency Medical Services Incident,1
06/11/2013,0:11:42,3,Rescue or Emergency Medical Services Incident,1
06/11/2013,0:42:58,3,Rescue or Emergency Medical Services Incident,1
06/11/2013,2:12:34,3,Rescue or Emergency Medical Services Incident,1
06/11/2013,4:51:03,5,Service Call,1
06/11/2013,7:55:22,3,Rescue or Emergency Medical Services Incident,1
06/11/2013,8:28:26,1,Fire,1
06/11/2013,11:00:01,6,Good Intent Call,1
06/11/2013,11:45:35,6,Good Intent Call,1
06/11/2013,13:04:49,3,Rescue or Emergency Medical Services Incident,1
06/11/2013,13:28:06,3,Rescue or Emergency Medical Services Incident,1
06/11/2013,14:37:43,7,False Alarm or False Call,1
06/11/2013,15:30:06,3,Rescue or Emergency Medical Services Incident,1
06/11/2013,16:05:12,3,Rescue or Emergency Medical Services Incident,1
06/11/2013,16:11:57,3,Rescue or Emergency Medical Services Incident,1
06/11/2013,17:32:38,7,False Alarm or False Call,1
06/11/2013,17:48:46,5,Service Call,1
06/11/2013,18:31:18,3,Rescue or Emergency Medical Services Incident,1
06/11/2013,21:15:15,3,Rescue or Emergency Medical Services Incident,1
06/11/2013,23:49:11,3,Rescue or Emergency Medical Services Incident,1
06/12/2013,3:40:04,3,Rescue or Emergency Medical Services Incident,1
06/12/2013,7:31:47,7,False Alarm or False Call,1
06/12/2013,8:37:06,7,False Alarm or False Call,1
06/12/2013,10:00:37,1,Fire,1
06/12/2013,10:08:33,3,Rescue or Emergency Medical Services Incident,1
06/12/2013,12:43:50,5,Service Call,1
06/12/2013,14:37:46,6,Good Intent Call,1
06/12/2013,15:31:09,3,Rescue or Emergency Medical Services Incident,1
06/12/2013,15:42:52,7,False Alarm or False Call,1
06/12/2013,16:14:32,7,False Alarm or False Call,1
06/12/2013,17:00:58,3,Rescue or Emergency Medical Services Incident,1
06/12/2013,18:04:10,7,False Alarm or False Call,1
06/12/2013,20:08:47,3,Rescue or Emergency Medical Services Incident,1
06/12/2013,20:59:12,3,Rescue or Emergency Medical Services Incident,1
06/12/2013,23:04:11,3,Rescue or Emergency Medical Services Incident,1
06/13/2013,0:19:31,3,Rescue or Emergency Medical Services Incident,1
06/13/2013,0:38:31,7,False Alarm or False Call,1
06/13/2013,7:44:07,7,False Alarm or False Call,1
06/13/2013,7:47:40,3,Rescue or Emergency Medical Services Incident,1
06/13/2013,8:02:18,5,Service Call,1
06/13/2013,8:31:10,7,False Alarm or False Call,1
06/13/2013,9:09:35,3,Rescue or Emergency Medical Services Incident,1
06/13/2013,9:11:30,7,False Alarm or False Call,1
06/13/2013,9:44:01,7,False Alarm or False Call,1
06/13/2013,9:55:39,7,False Alarm or False Call,1
06/13/2013,13:37:44,4,Hazardous Condition (no fire),1
06/13/2013,13:45:45,3,Rescue or Emergency Medical Services Incident,1
06/13/2013,22:05:51,3,Rescue or Emergency Medical Services Incident,1
06/14/2013,1:10:13,3,Rescue or Emergency Medical Services Incident,1
06/14/2013,2:31:36,3,Rescue or Emergency Medical Services Incident,1
06/14/2013,13:04:17,3,Rescue or Emergency Medical Services Incident,1
06/14/2013,14:11:22,3,Rescue or Emergency Medical Services Incident,1
06/14/2013,18:03:37,3,Rescue or Emergency Medical Services Incident,1
06/14/2013,18:58:48,3,Rescue or Emergency Medical Services Incident,1
06/14/2013,19:56:35,5,Service Call,1
06/15/2013,1:46:17,5,Service Call,1
06/15/2013,6:24:26,3,Rescue or Emergency Medical Services Incident,1
06/15/2013,7:11:48,6,Good Intent Call,1
06/15/2013,9:00:42,3,Rescue or Emergency Medical Services Incident,1
06/15/2013,10:35:46,5,Service Call,1
06/15/2013,12:23:27,1,Fire,1
06/15/2013,15:24:16,3,Rescue or Emergency Medical Services Incident,1
06/15/2013,19:23:38,5,Service Call,1
06/15/2013,19:53:00,7,False Alarm or False Call,1
06/15/2013,20:24:08,3,Rescue or Emergency Medical Services Incident,1
06/15/2013,21:47:17,3,Rescue or Emergency Medical Services Incident,1
06/16/2013,4:32:26,3,Rescue or Emergency Medical Services Incident,1
06/16/2013,7:30:52,7,False Alarm or False Call,1
06/16/2013,8:02:12,6,Good Intent Call,1
06/16/2013,9:01:07,3,Rescue or Emergency Medical Services Incident,1
06/16/2013,13:52:37,3,Rescue or Emergency Medical Services Incident,1
06/16/2013,15:29:08,3,Rescue or Emergency Medical Services Incident,1
06/16/2013,16:03:04,4,Hazardous Condition (no fire),1
06/16/2013,17:03:10,7,False Alarm or False Call,1
06/16/2013,18:02:31,5,Service Call,1
06/16/2013,18:35:19,7,False Alarm or False Call,1
06/16/2013,19:31:23,3,Rescue or Emergency Medical Services Incident,1
06/16/2013,20:19:58,7,False Alarm or False Call,1
06/16/2013,21:21:40,6,Good Intent Call,1
06/16/2013,22:53:11,1,Fire,1
06/17/2013,0:11:55,1,Fire,1
06/17/2013,1:25:36,3,Rescue or Emergency Medical Services Incident,1
06/17/2013,3:12:21,7,False Alarm or False Call,1
06/17/2013,8:49:38,3,Rescue or Emergency Medical Services Incident,1
06/17/2013,10:07:04,7,False Alarm or False Call,1
06/17/2013,13:00:10,3,Rescue or Emergency Medical Services Incident,1
06/17/2013,13:47:27,7,False Alarm or False Call,1
06/17/2013,14:46:17,6,Good Intent Call,1
06/17/2013,17:07:06,3,Rescue or Emergency Medical Services Incident,1
06/17/2013,20:01:46,3,Rescue or Emergency Medical Services Incident,1
06/18/2013,6:34:16,3,Rescue or Emergency Medical Services Incident,1
06/18/2013,10:55:07,3,Rescue or Emergency Medical Services Incident,1
06/18/2013,13:15:16,7,False Alarm or False Call,1
06/18/2013,15:23:25,3,Rescue or Emergency Medical Services Incident,1
06/18/2013,18:02:45,5,Service Call,1
06/18/2013,21:31:04,3,Rescue or Emergency Medical Services Incident,1
06/19/2013,7:33:22,3,Rescue or Emergency Medical Services Incident,1
06/19/2013,8:21:52,4,Hazardous Condition (no fire),1
06/19/2013,10:15:53,7,False Alarm or False Call,1
06/19/2013,11:11:14,3,Rescue or Emergency Medical Services Incident,1
06/19/2013,15:47:49,5,Service Call,1
06/19/2013,15:57:38,7,False Alarm or False Call,1
06/19/2013,18:59:17,4,Hazardous Condition (no fire),1
06/19/2013,19:44:14,4,Hazardous Condition (no fire),1
06/19/2013,22:16:27,3,Rescue or Emergency Medical Services Incident,1
06/20/2013,0:16:12,3,Rescue or Emergency Medical Services Incident,1
06/20/2013,1:08:25,5,Service Call,1
06/20/2013,1:56:13,3,Rescue or Emergency Medical Services Incident,1
06/20/2013,12:52:15,3,Rescue or Emergency Medical Services Incident,1
06/20/2013,13:04:22,7,False Alarm or False Call,1
06/20/2013,13:46:55,3,Rescue or Emergency Medical Services Incident,1
06/20/2013,14:48:47,3,Rescue or Emergency Medical Services Incident,1
06/20/2013,15:13:14,1,Fire,1
06/20/2013,15:53:06,5,Service Call,1
06/20/2013,16:48:04,6,Good Intent Call,1
06/20/2013,17:33:14,7,False Alarm or False Call,1
06/20/2013,17:49:54,6,Good Intent Call,1
06/20/2013,18:30:37,1,Fire,1
06/20/2013,19:58:52,7,False Alarm or False Call,1
06/20/2013,21:14:33,3,Rescue or Emergency Medical Services Incident,1
06/20/2013,22:30:32,3,Rescue or Emergency Medical Services Incident,1
06/20/2013,22:42:02,3,Rescue or Emergency Medical Services Incident,1
06/20/2013,23:32:59,7,False Alarm or False Call,1
06/21/2013,2:50:46,3,Rescue or Emergency Medical Services Incident,1
06/21/2013,7:36:50,7,False Alarm or False Call,1
06/21/2013,13:48:00,3,Rescue or Emergency Medical Services Incident,1
06/21/2013,14:06:30,3,Rescue or Emergency Medical Services Incident,1
06/21/2013,14:24:40,6,Good Intent Call,1
06/21/2013,14:55:58,7,False Alarm or False Call,1
06/21/2013,15:16:18,7,False Alarm or False Call,1
06/21/2013,16:16:21,3,Rescue or Emergency Medical Services Incident,1
06/21/2013,17:13:57,3,Rescue or Emergency Medical Services Incident,1
06/21/2013,17:15:54,3,Rescue or Emergency Medical Services Incident,1
06/21/2013,17:29:23,5,Service Call,1
06/21/2013,17:34:46,3,Rescue or Emergency Medical Services Incident,1
06/21/2013,19:30:50,5,Service Call,1
06/21/2013,23:39:16,3,Rescue or Emergency Medical Services Incident,1
06/22/2013,3:11:16,3,Rescue or Emergency Medical Services Incident,1
06/22/2013,7:53:06,7,False Alarm or False Call,1
06/22/2013,11:01:40,3,Rescue or Emergency Medical Services Incident,1
06/22/2013,12:39:20,6,Good Intent Call,1
06/22/2013,13:58:53,3,Rescue or Emergency Medical Services Incident,1
06/22/2013,15:45:38,7,False Alarm or False Call,1
06/22/2013,19:29:06,3,Rescue or Emergency Medical Services Incident,1
06/22/2013,20:30:44,7,False Alarm or False Call,1
06/23/2013,1:15:33,3,Rescue or Emergency Medical Services Incident,1
06/23/2013,4:53:18,3,Rescue or Emergency Medical Services Incident,1
06/23/2013,4:56:26,6,Good Intent Call,1
06/23/2013,6:42:57,3,Rescue or Emergency Medical Services Incident,1
06/23/2013,7:44:53,3,Rescue or Emergency Medical Services Incident,1
06/23/2013,9:55:39,3,Rescue or Emergency Medical Services Incident,1
06/23/2013,12:52:30,3,Rescue or Emergency Medical Services Incident,1
06/23/2013,17:01:22,3,Rescue or Emergency Medical Services Incident,1
06/23/2013,17:02:14,7,False Alarm or False Call,1
06/23/2013,17:56:06,6,Good Intent Call,1
06/24/2013,1:56:04,7,False Alarm or False Call,1
06/24/2013,4:57:31,3,Rescue or Emergency Medical Services Incident,1
06/24/2013,5:56:14,3,Rescue or Emergency Medical Services Incident,1
06/24/2013,6:26:20,7,False Alarm or False Call,1
06/24/2013,7:52:27,3,Rescue or Emergency Medical Services Incident,1
06/24/2013,8:31:42,3,Rescue or Emergency Medical Services Incident,1
06/24/2013,8:36:30,1,Fire,1
06/24/2013,9:11:26,5,Service Call,1
06/24/2013,10:03:03,3,Rescue or Emergency Medical Services Incident,1
06/24/2013,10:40:19,7,False Alarm or False Call,1
06/24/2013,13:13:40,1,Fire,1
06/24/2013,14:20:19,3,Rescue or Emergency Medical Services Incident,1
06/24/2013,14:31:47,3,Rescue or Emergency Medical Services Incident,1
06/24/2013,15:10:51,3,Rescue or Emergency Medical Services Incident,1
06/24/2013,15:21:33,3,Rescue or Emergency Medical Services Incident,1
06/24/2013,18:43:55,7,False Alarm or False Call,1
06/24/2013,19:02:42,4,Hazardous Condition (no fire),1
06/24/2013,19:07:02,7,False Alarm or False Call,1
06/24/2013,19:36:02,3,Rescue or Emergency Medical Services Incident,1
06/24/2013,19:45:35,3,Rescue or Emergency Medical Services Incident,1
06/24/2013,21:04:33,1,Fire,1
06/24/2013,22:15:01,1,Fire,1
06/25/2013,1:43:36,3,Rescue or Emergency Medical Services Incident,1
06/25/2013,3:24:49,6,Good Intent Call,1
06/25/2013,5:18:21,3,Rescue or Emergency Medical Services Incident,1
06/25/2013,5:41:36,6,Good Intent Call,1
06/25/2013,7:34:48,3,Rescue or Emergency Medical Services Incident,1
06/25/2013,9:01:30,7,False Alarm or False Call,1
06/25/2013,9:54:42,7,False Alarm or False Call,1
06/25/2013,10:05:02,7,False Alarm or False Call,1
06/25/2013,11:32:07,3,Rescue or Emergency Medical Services Incident,1
06/25/2013,11:37:56,7,False Alarm or False Call,1
06/25/2013,12:03:57,6,Good Intent Call,1
06/25/2013,12:05:03,3,Rescue or Emergency Medical Services Incident,1
06/25/2013,13:03:43,7,False Alarm or False Call,1
06/25/2013,13:32:04,3,Rescue or Emergency Medical Services Incident,1
06/25/2013,13:37:04,3,Rescue or Emergency Medical Services Incident,1
06/25/2013,13:48:12,4,Hazardous Condition (no fire),1
06/25/2013,13:51:45,3,Rescue or Emergency Medical Services Incident,1
06/25/2013,14:02:58,7,False Alarm or False Call,1
06/25/2013,16:52:23,3,Rescue or Emergency Medical Services Incident,1
06/25/2013,18:18:04,7,False Alarm or False Call,1
06/25/2013,18:29:44,3,Rescue or Emergency Medical Services Incident,1
06/25/2013,18:36:05,7,False Alarm or False Call,1
06/25/2013,19:32:35,7,False Alarm or False Call,1
06/25/2013,19:37:03,3,Rescue or Emergency Medical Services Incident,1
06/25/2013,23:54:47,5,Service Call,1
06/26/2013,0:48:23,3,Rescue or Emergency Medical Services Incident,1
06/26/2013,1:10:21,7,False Alarm or False Call,1
06/26/2013,3:33:21,7,False Alarm or False Call,1
06/26/2013,4:03:46,7,False Alarm or False Call,1
06/26/2013,5:24:41,3,Rescue or Emergency Medical Services Incident,1
06/26/2013,7:42:00,1,Fire,1
06/26/2013,8:19:42,3,Rescue or Emergency Medical Services Incident,1
06/26/2013,9:22:55,7,False Alarm or False Call,1
06/26/2013,11:56:12,7,False Alarm or False Call,1
06/26/2013,13:58:09,3,Rescue or Emergency Medical Services Incident,1
06/26/2013,18:23:26,7,False Alarm or False Call,1
06/26/2013,20:45:48,4,Hazardous Condition (no fire),1
06/27/2013,8:08:02,3,Rescue or Emergency Medical Services Incident,1
06/27/2013,9:57:14,7,False Alarm or False Call,1
06/27/2013,9:33:05,4,Hazardous Condition (no fire),1
06/27/2013,10:14:46,5,Service Call,1
06/27/2013,10:40:27,7,False Alarm or False Call,1
06/27/2013,11:04:30,7,False Alarm or False Call,1
06/27/2013,12:27:36,3,Rescue or Emergency Medical Services Incident,1
06/27/2013,13:33:01,7,False Alarm or False Call,1
06/27/2013,14:24:33,7,False Alarm or False Call,1
06/27/2013,15:39:05,7,False Alarm or False Call,1
06/27/2013,23:02:21,3,Rescue or Emergency Medical Services Incident,1
06/27/2013,23:57:56,3,Rescue or Emergency Medical Services Incident,1
06/28/2013,9:32:48,7,False Alarm or False Call,1
06/28/2013,12:10:55,3,Rescue or Emergency Medical Services Incident,1
06/28/2013,12:34:12,3,Rescue or Emergency Medical Services Incident,1
06/28/2013,14:14:26,7,False Alarm or False Call,1
06/28/2013,18:05:36,3,Rescue or Emergency Medical Services Incident,1
